State,District,Subdistt,Ward,Town/Village,Name,AREA,T_HH,Class,TOT_P,T_M,T_F,SC_P,SC_M,SC_F,ST_P,ST_M,ST_F,EDU_FAC,P_SCH,RANG_P_SCH,M_SCH,RANG_M_SCH,S_SCH,S_S_SCH,COLLEGE,RANG_COLL,IND_SCH,TR_SCH,ADLT_LT_CT,OTH_SCH,MEDI_FAC,ALL_HOSP,RANG_ALL,AYU_HOSP,UN_HOSP,HOM_HOSP,ALL_DISP,AYU_DISP,UN_DISP,HOM_DISP,MCW_CNTR,RANG_MCW,M_HOME,CWC,H_CNTR,PH_CNTR,RANG_PHC,PHS_CNT,FWC_CNTR,TB_CLN,N_HOME,RMP,SMP,CHW,OTH_CNTR,DRNK_WAT_F,RANG_WAT_F,TAP,WELL,TANK,TUBEWELL,HANDPUMP,RIVER,CANAL,LAKE,SPRING,OTHER,SOU_SUMM,RANG_SS,SS_CODE,P_T_FAC,POST_OFF,RANG_PO,TELE_OFF,POST_TELE,PHONE,RANG_PHONE,COMM_FAC,BS_FAC,RANG_BS,RS_FAC,RANG_RS,NW_FAC,RANG_NW,BANK_FAC,COMM_BANK,RANG_COMM,COOP_BANK,RANG_COOP,CRSOC_FAC,AC_SOC,RANG_ACS,NAC_SOC,RANG_NAC,OTHER_SOC,RANG_OTH,RC_FAC,C_V_HALL,RANG_CV,SP_CL_FAC,RANG_SPCL,ST_AU_FAC,RANG_STAU,APP_PR,APP_MR,APP_FP,APP_NAVRIV,APP_NAVCAN,APP_NW,NEAR_TOWN,DIST_TOWN,POWER_SUPL,POWER_DOM,POWER_AGR,POWER_OTH,POWER_ALL,PAP_MAG,NEWS_PAP,MAGAZINE,A_INCEXP,TOT_INC,TOT_EXP,MAN_COMM1,MAN_COMM2,MAN_COMM3,LAND_FORES,CANAL_GOVT,CANAL_PVT,WELL_WO_EL,WELL_W_EL,TW_WO_EL,TW_W_EL,TANK_IRR,RIVER_IRR,LAKE_IRR,W_FALL,OTH_IRR,TOT_IRR,UN_IRR,CULT_WASTE,AREA_NA_CU, DENSITY , SEX_1981 ,SEX_1991,SEX_2001,AVG_RAIN,MAX_TEMP,MIN_TEMP,STATE_H_NA,SH_DIST,DIST_H_NA,DH_DIST,HD_H_NA,SD_DIST,DIST_TH_HQ,TH_DIST,CITY_1LAKH,CITY_DIST,RAILWAY_ST,RAIL_DIST,BUS_ROUTE,BR_DIST,NAV_R_C,NAV_DIST,REC_TAX,REV_M_T,GOVT_GRANT,LOAN,ADVANCE,OTH_SOUR,TOT_REC,GEN_ADM,PUB_SAF,PUB_H_C,PUB_WORKS,PUB_INST,OTH_EXP,TOT_EXP, POPULATION , SC_POP , ST_POP ,K_ROAD,P_ROAD,SEWER, WATER_BOR , SERVICE , LAT_OTH ,METH_D_N_S,SOU_OF_SUP,SYS_STOR,STOR_CAP,FIRE_F_SER,F_F_NAME,DIST_F_SER, EL_DOM , EL_IND , EL_COM , EL_ROAD_L , EL_OTHERS ,HOSPITALS, HOS_BEDS ,HT_NAME,DISP,DISP_BEDS,DT_NAME,HEALTH_CTR,HC_BEDS,HCT_NAME,F_W_CTR,FWC_BEDS,FWCT_NAME,TB_CLINIC,TBC_BEDS,TBC_NAME,NUR_HOMES, NH_BEDS ,NHT_NAME,MED_OTH,OTHMI_BEDS,ARTS,SCIENCE,COMMERCE,ARTS_SCI,ARTS_COMM,ART_SC_CO,LAW,UNIV,OTH_COL,ASC_NEAR,MEDICAL,MEDI_NEAR,ENGG,ENGG_NEAR,POLYTECH,POLY_NEAR,VT_INST,SH_INST,TYPE_INST,SH_TYPE_IN,OTH_INST_S,S_SEC,SS_NEAR,SECONDARY,SEC_NEAR,MIDDLE,MID_NEAR,PRIMARY,PRIM_NEAR,ADULT_CNT,ALC_NEAR,OTH_CNTR,N_HOSTELS,N_SEATS,WWH_DIST,RC_FAC,STADIUM,CINEMA,AUDITORIUM,P_LIB,R_ROOMS,IMP_COM1,IMP_COM2,IMP_COM3,EXP_COMM1,EXP_COMM2,EXP_COMM3,MAN_COMM1,MAN_COMM2,MAN_COMM3,BANKS,A_C_SOC,N_A_C_SOC
30,02,0003,0003,00030000,Mangal,1213,76,D,313,166,147,24,12,12,0,0,0,1,2,0,0,2,0,0,0,3,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,1,2,2,2,2,2,2,1,2,T,0,,2,0,2,0,0,0,3,1,1,0,2,3,2,3,2,0,2,0,2,2,0,2,0,3,0,3,2,0,3,0,2,0,3,1,1,1,2,2,2,QUEPEM,19,1,1,1,2,2,1,N,,1,94098,75734,CASHEW NUTS,COUNTRY LIQUOR,,1007.69,8.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.54,53.88,121.53,21.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,02,0004,0004,00030100,Piliem,1201,925,C,4102,2158,1944,153,84,69,0,0,0,1,6,0,1,0,1,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,2,2,2,1,2,2,2,2,T,0,,1,1,0,0,0,1,0,1,1,0,2,3,2,2,2,0,1,0,1,1,0,1,1,0,0,2,1,0,1,2,0,0,3,1,1,1,2,2,2,PONDA,9,1,0,0,0,1,1,N,M,2,0,0,SUGAR,CASHEW NUTS,COUNTRY LIQUOR,278.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.57,0.57,548.94,119.63,253.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,02,0004,0004,00030200,Darbandora,4458,682,C,3093,1595,1498,11,5,6,0,0,0,1,9,0,2,0,2,0,0,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,3,1,1,0,0,0,0,0,0,1,0,1,1,2,1,2,1,2,2,1,2,T,0,,1,1,0,0,0,3,0,1,1,0,2,3,2,2,1,1,0,1,0,1,1,0,0,2,0,2,1,0,2,1,0,0,3,1,1,1,2,2,2,PONDA,14,1,0,0,0,1,1,N,M,2,0,0,CASHEW NUTS,COUNTRY LIQUOR,SUGAR,2550.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.49,61.49,1287.09,160.56,398.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,02,0004,0004,00030300,Sancordem,2117,291,D,1252,661,591,8,3,5,0,0,0,1,4,0,2,0,1,1,0,3,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,1,1,0,0,1,0,0,0,1,0,1,1,1,2,2,1,2,2,1,2,T,0,,1,1,0,0,0,0,2,1,1,0,2,3,2,3,1,1,0,0,3,1,1,0,1,0,0,3,1,0,3,4,0,0,3,1,1,1,2,2,2,PONDA,25,1,0,0,0,1,1,N,M,2,0,0,,,,1207.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.41,40.41,567.44,82.78,218.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,02,0004,0004,00030400,Aglote,1645,340,D,1682,817,865,0,0,0,0,0,0,1,7,0,0,2,0,0,0,3,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,1,2,1,2,2,2,2,2,2,T,0,,2,0,2,0,0,0,2,1,1,0,2,3,2,3,2,0,2,0,3,2,0,2,0,2,0,3,1,0,3,1,0,0,3,2,1,1,2,2,2,PONDA,23,1,0,0,0,1,1,N,,2,0,0,,,,765.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.89,11.89,592.78,127.04,147.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,02,0004,0004,00030500,Surla,6420,210,D,1044,515,529,8,4,4,0,0,0,1,5,0,1,0,1,0,0,3,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,1,1,2,2,2,1,2,2,2,2,T,0,,1,1,0,0,0,0,3,1,1,0,2,3,2,3,2,0,2,0,3,2,0,2,0,2,0,3,1,0,3,1,0,0,3,1,1,2,2,2,2,PONDA,35,1,0,0,0,1,1,N,,2,0,0,,,,5771.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.98,3.98,184.55,352.34,106.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,02,0004,0004,00030600,Molem,3665,330,D,1606,861,745,9,7,2,0,0,0,1,7,0,1,0,1,0,0,3,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,1,2,1,1,2,2,2,1,2,T,0,,1,1,0,0,0,7,0,1,1,0,2,2,2,3,1,1,0,0,3,2,0,2,0,2,0,3,1,0,3,1,0,0,3,1,1,1,2,2,2,PONDA,26,1,0,0,0,1,1,N,M,2,0,0,COUNTRY LIQUOR,,,2853.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.39,14.39,404.40,301.91,90.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,02,0004,0004,00030700,Caranzol,2600,17,D,43,27,16,0,0,0,0,0,0,2,0,1,0,1,0,0,0,3,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,2,2,2,2,1,2,2,1,2,T,0,,2,0,1,0,0,0,1,2,2,1,2,1,2,3,2,0,1,0,3,2,0,1,0,1,0,3,1,2,0,0,1,0,3,2,1,1,2,2,2,SANGUEM,21,1,0,0,0,1,2,,,1,367485,262138,CASHEW NUTS,,,2434.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.04,39.15,64.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,02,0004,0004,00030800,Colem,3010,843,C,3913,2030,1883,23,11,12,0,0,0,1,6,0,1,0,1,0,0,3,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,3,0,0,0,0,3,1,1,0,0,1,0,0,0,1,0,1,1,2,1,2,1,2,2,1,2,T,0,,1,1,0,0,1,2,0,1,1,0,1,0,2,3,1,1,0,0,3,1,1,0,1,0,0,3,1,0,3,1,0,0,3,1,1,1,2,2,2,CURCHOREM,22,1,0,0,0,1,1,N,M,1,367485,262138,CANE FURNITURE,,,1588.22,26.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.81,670.96,280.07,444.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,02,0004,0004,00030900,Sigao,2259,355,D,1694,873,821,1,1,0,0,0,0,1,5,0,1,0,1,0,0,3,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,2,2,1,2,T,0,,1,1,0,0,0,0,1,1,1,0,2,1,2,3,2,0,1,0,3,2,0,1,0,1,0,3,1,0,3,1,0,0,3,1,1,1,2,2,2,CURCHOREM,18,1,0,0,0,1,1,N,M,1,367485,262138,COUTRY LIQUOR,CASHEW NUTS,,1000.38,12.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.45,719.90,61.01,465.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,02,0004,0004,00031000,Sangod,1603,222,D,1027,533,494,22,18,4,0,0,0,1,4,0,0,2,0,0,0,3,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,1,2,1,1,1,2,2,1,2,T,0,,2,0,2,0,0,0,2,1,1,0,2,3,2,3,2,0,2,0,3,2,0,3,0,3,0,2,1,0,3,1,0,0,3,1,1,1,2,2,2,PONDA,20,1,0,0,0,1,1,N,,2,0,0,COUNTRY LIQUOR,,,482.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.52,0.00,0.00,20.00,49.52,685.73,249.57,135.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,02,0004,0004,00031100,Cormonem,617,163,D,766,401,365,0,0,0,0,0,0,1,2,0,0,1,0,0,0,3,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,2,2,1,2,T,0,,2,0,2,0,0,0,2,1,1,0,2,2,2,3,2,0,2,0,2,2,0,2,0,2,0,2,2,0,2,0,2,0,3,1,1,1,2,2,2,SANVORDEM,8,1,0,0,0,1,1,N,,2,0,0,COUNTRY LIQUOR,IRON ORE,,240.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.61,6.61,247.22,45.70,77.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,02,0004,0004,00031200,Codli,2399,780,C,3684,1887,1797,75,40,35,0,0,0,1,11,0,1,0,1,0,0,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,3,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,2,2,1,2,T,0,,1,1,0,0,0,2,0,1,1,0,2,3,2,3,1,1,0,0,3,1,1,0,3,0,1,0,1,0,3,1,0,0,3,1,1,1,2,2,2,SANVORDEM,13,1,0,0,0,1,1,N,,2,0,0,COUNTRY LIQUOR,IRON ORE,,166.96,73.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,73.13,1383.22,108.82,666.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,02,0004,0004,00031300,Camarconda,797,164,D,776,395,381,0,0,0,0,0,0,1,2,0,0,2,0,0,0,3,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,2,2,1,1,2,T,0,,2,0,2,0,0,0,2,1,1,0,2,2,2,3,2,0,2,0,2,2,0,2,0,2,0,2,2,0,3,0,2,0,3,1,1,1,2,2,2,CURCHOREM,12,1,0,0,0,1,1,N,,2,0,0,,,,0.00,14.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.17,702.16,2.04,79.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,02,0004,0004,00031400,Moissal,301,7,D,53,27,26,0,0,0,0,0,0,2,0,1,0,1,0,0,0,3,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,1,2,1,1,1,2,2,1,2,T,0,,2,0,2,0,0,0,2,2,2,1,2,2,2,3,2,0,2,0,2,2,0,2,0,2,0,2,2,0,2,0,2,0,3,1,1,1,2,2,2,CURCHOREM,8,1,0,0,0,1,1,N,,2,0,0,,,,0.00,3.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.27,202.15,43.96,51.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,02,0004,0004,00031500,Bandoli,796,271,D,1268,657,611,40,24,16,4,3,1,1,3,0,3,0,3,0,0,3,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,2,1,1,2,T,0,,2,0,2,0,0,0,2,1,1,0,2,2,2,3,2,0,2,0,2,2,0,2,0,2,0,2,2,0,2,0,2,0,3,1,1,1,2,2,2,SANVORDEM,7,1,0,0,0,1,1,N,,2,0,0,COUNTRY LIQUOR,IRON ORE,,71.99,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,631.40,37.24,52.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,02,0004,0004,00031600,Rumbrem,384,149,D,785,395,390,8,6,2,0,0,0,1,2,0,0,1,0,0,0,2,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,2,1,1,2,2,2,2,2,T,0,,2,0,2,0,0,0,2,1,1,0,2,1,2,3,2,0,1,0,2,2,0,3,0,1,0,1,2,0,2,0,1,0,2,1,1,1,2,2,2,CURCHOREM,5,1,0,0,0,1,1,N,,2,0,0,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,305.59,24.43,53.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,02,0004,0004,00031700,Antoriem,232,3,D,17,6,11,0,0,0,0,0,0,2,0,1,0,1,0,0,0,2,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,1,2,2,2,2,2,2,1,2,W,0,,2,0,2,0,0,0,2,2,2,1,2,2,2,3,2,0,1,0,2,2,0,3,0,2,0,1,2,0,2,0,2,0,3,2,1,1,2,2,2,CURCHOREM,6,2,2,2,2,2,2,,,2,0,0,COUNTRY LIQUOR,,,77.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.45,78.53,35.22,39.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,02,0004,0004,00031800,Santona,892,233,D,1061,538,523,27,13,14,0,0,0,1,3,0,0,2,0,0,0,3,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,2,2,2,2,2,2,2,2,T,0,,2,0,2,0,0,0,2,1,1,0,2,2,2,3,2,0,2,0,2,2,0,3,0,2,0,2,1,0,2,1,0,0,2,1,1,1,2,2,2,CURCHOREM,9,1,0,0,0,1,2,,,2,0,0,IRON ORE,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.40,2.40,314.57,31.38,543.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,02,0004,0004,00031900,Calem,3575,521,C,2486,1250,1236,59,26,33,0,0,0,1,4,0,1,0,1,0,0,3,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,2,2,1,2,T,0,,1,1,0,0,0,0,2,1,1,0,1,0,2,3,1,1,0,0,2,1,0,2,1,0,0,2,1,0,2,1,0,0,2,1,1,1,2,2,2,CURCHOREM,10,1,0,0,0,1,1,N,M,1,633400,682000,COUNTRY LIQUOR,,,1703.25,31.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.86,1200.68,429.41,209.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,02,0004,0004,00032000,Sonauli,2584,30,D,90,51,39,3,2,1,4,2,2,2,0,2,0,2,0,0,0,3,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,2,2,1,2,T,0,,2,0,2,0,0,0,2,1,2,2,1,0,2,3,2,0,2,0,3,2,0,2,0,2,0,3,2,0,3,0,2,0,3,2,1,1,2,2,2,CURCHOREM,34,1,0,0,0,1,2,,,2,0,0,COUNTRY LIQUOR,,,1880.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.22,559.99,95.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,02,0004,0004,00032100,Boma,788,0,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,02,0004,0004,00032200,Oxel,1039,0,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,02,0004,0004,00032300,Dongurli,1074,0,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,02,0004,0004,00032400,Patiem,1210,63,D,312,153,159,0,0,0,0,0,0,1,1,0,0,2,0,0,0,3,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,2,2,2,2,2,2,1,2,T,0,,2,0,2,0,0,0,2,1,1,0,2,3,2,3,2,0,2,0,2,2,0,2,0,2,0,2,2,0,3,0,2,0,3,1,1,1,2,2,2,SANGUEM,5,1,0,0,0,1,2,,,2,0,0,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.49,3.49,1113.29,25.67,67.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
