State,District,Subdistt,Town/Village,Name,AREA,T_POPLN,Class,RES_HOUSE,HOUSEHOLDS,T_M_POPLN,T_F_POPLN,POPLN_M6,POPLN_F6,M_SC,F_SC,M_ST,F_ST,M_LITERATE,F_LITERATE,T_M_WORKER,T_F_WORKER,M_INDCAT1,F_INDCAT1,M_INDCAT2,F_INDCAT2,M_INDCAT3,F_INDCAT3,M_INDCAT4,F_INDCAT4,M_INDCAT5A,F_INDCAT5A,M_INDCAT5B,F_INDCAT5B,M_INDCAT6,F_INDCAT6,M_INDCAT7,F_INDCAT7,M_INDCAT8,F_INDCAT8,M_INDCAT9,F_INDCAT9,M_MARGINAL,F_MARGINAL,M_NON_WORK,F_NON_WORK,MRGD_IN_TN,EUDU_INST,RANG_EDU_F,P_SCH,M_SCH,H_SCH,PU_COLL,GR_COLL,ADLT_LT_CN,IND_SCH,TR_SCH,OTH_SCH,MED_INST,RANG_MED_F,H_CNTR,MCW_CNTR,MH_CNTR,CWC_CNTR,PHC_CNTR,HC_CNTR,PHS_CNTR,DISP_CNTR,FPC_CNTR,TB_CNTR,NH_CNTR,CHW_CNTR,RP_CNTR,SMP_CNTR,OTH_CNTR,DRNK_WAT_F,RANG_WAT_F,TAP,WELL,TANK,TUBE_WELL,HAND_PUMP,RIVER_WATE,FOUNTAIN,CANAL,LAKE,SPRING,NALA,OTH_FAC,PNT_FAC,RANG_PNT_F,PO_FAC,TO_FAC,POST_TELE,PH_FAC,MRKT_FAC,RANG_MKT_F,MRKT_DAY_1,MRKT_DAY_2,MRKT_DAY_3,MRKT_DAY_4,MRKT_DAY_5,MRKT_DAY_6,MRKT_DAY_7,MRKT_DAY_D,MRKT_DAY_F,MRKT_DAY_M,COMM_FAC,RANG_COM_F,BS_FAC,TX_TEMP_FA,RS_FAC,NW_FAC,APP_PUC_RO,APP_KCH_RO,APP_FOOTPA,APP_NAVRIV,APP_NAVCAN,APP_NC,LOC_TOWN,DIST_FRM_T,POWER_SUPL,POWER_EDEA,POWER_EAG,POWER_EO,POWER_EA,LAND_FORES,CANAL_GOVT,WELL_WO_EL,CANAL_PVT,WELL_W_ELE,TW_WO_ELEC,TW_W_ELECT,TANK_IRR,RIVER_IRR,LAKE_IRR,WF_IRR,OTHER_IRR,TOT_IRR_AR,UN_IRG_LAN,CULT_WASTE,AREA_UN_CU
30,2,1,17,Macasana,499.83,2018,C,423,430,1031,987,98,93,2,0,0,0,790,622,339,225,58,108,33,63,5,0,4,1,8,3,45,2,1,1,51,6,49,2,85,39,27,25,665,737,,1,0,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,1,0,0,0,0,0,Raia,7,1,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.17,277.59,56.00,113.07
30,1,4,12,Maem,628.71,1601,D,258,263,834,767,78,64,30,27,0,0,667,431,360,53,103,9,70,13,40,11,2,0,2,0,48,4,0,0,33,1,17,0,45,15,4,2,470,712,,1,0,14,5,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,1,1,0,0,1,0,0,Bicholim,3,1,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,94.39,1086.82,167.20,755.25
30,2,4,25,Maina,803.51,1464,D,210,222,773,691,130,124,45,36,0,0,298,121,396,151,261,51,22,17,10,17,60,50,6,3,3,1,8,4,7,2,7,1,12,5,20,148,357,392,,1,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,1,0,0,0,0,0,Cuncolim,3,1,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.90,442.01,421.30,62.24
30,2,1,7,Majorda,437.59,2690,C,513,522,1259,1431,141,149,3,6,0,0,914,955,604,235,53,40,25,23,8,0,10,1,13,5,138,9,22,2,161,41,71,2,103,112,25,118,630,1078,,1,0,3,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,1,0,1,0,0,0,0,0,margao,8,1,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.19,386.09,3.03,40.28
30,1,1,7,Malar,525.39,1660,D,330,341,823,837,89,76,11,8,0,0,656,537,319,95,73,34,13,14,3,1,5,0,13,0,40,6,17,1,41,6,41,0,73,33,41,48,463,694,,1,0,10,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,1,1,0,0,1,0,0,Jua,2,1,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.94,132.32,18.33,77.56
30,1,5,33,Maloli,360,0,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,1,1,0,0,0,0,valpoi,8,1,1,0,0,0,290.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.41,200.32,46.06,10.62
30,1,5,75,Malpona,343.39,213,D,33,33,114,99,28,24,34,36,0,0,55,24,56,39,6,7,2,1,22,15,0,0,12,16,1,0,2,0,0,0,7,0,4,0,2,16,56,44,,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,1,1,0,0,0,0,Valpoi,10,1,1,0,0,0,450.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.51,240.03,71.71,38.15
30,1,3,24,Mandrem,818.05,2632,C,448,472,1312,1320,145,150,21,29,0,0,1032,715,694,306,117,81,145,112,22,11,109,4,7,9,65,52,8,1,62,11,88,2,71,23,25,65,593,949,,1,0,11,2,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,1,0,0,0,0,0,Siolim,6,1,0,0,0,1,218.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.93,1540.09,48.39,112.29
30,1,1,25,Mandur,106.9,376,D,57,58,185,191,16,16,0,0,0,0,147,123,86,22,31,8,5,7,1,0,0,0,1,0,14,0,3,0,7,1,12,0,12,6,0,2,99,167,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,2,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
30,2,4,36,Mangal,3444.11,4594,C,769,815,2371,2223,315,330,1,0,0,0,1413,858,1135,336,665,209,64,63,210,3,8,3,33,0,27,2,4,1,32,13,31,1,61,41,29,240,1207,1647,,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,1,1,0,0,0,0,Cuncolim,8,1,1,1,0,0,385.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.54,226.97,112.27,54.08
30,1,6,19,Marcaim,248.2,206,D,32,32,108,98,13,11,0,0,0,0,76,37,54,63,36,57,2,0,3,0,0,0,0,0,0,0,1,0,3,1,0,0,9,5,0,0,54,35,,1,0,16,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,1,1,0,0,1,0,0,Ponda,9,1,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,89.02,589.62,71.41,507.88
30,1,2,11,Marna,354.35,1908,D,377,394,919,989,101,110,91,94,0,0,727,669,406,167,14,2,75,65,0,1,13,0,4,1,89,23,25,1,66,22,54,2,66,50,1,2,512,820,,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,1,0,0,0,0,0,Mapusa,8,1,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.93,200.93,29.00,60.08
30,1,2,35,Marra,673.75,1422,D,282,282,747,675,111,80,77,68,0,0,464,303,399,82,216,15,21,4,4,0,1,0,1,0,112,61,0,0,10,2,9,0,25,0,3,10,345,583,,2,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,1,0,0,0,0,0,Reis Magos,1,1,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,185.65,65.66,75.25
30,2,3,26,Maulinguem,768.96,516,D,107,107,270,246,47,55,5,5,0,0,104,68,148,41,68,2,4,0,12,5,48,32,0,0,7,0,2,0,4,1,1,0,2,1,0,2,122,203,,1,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,1,1,0,0,0,0,Sanguem,7,1,0,0,0,1,288.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,164.78,32.52,32.44
30,1,4,9,Maulinguem North,210.35,1284,D,236,242,664,620,64,86,4,6,0,0,534,374,351,59,78,10,8,7,9,1,2,0,19,3,87,14,26,1,35,3,38,1,49,19,13,43,300,518,,1,0,4,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,1,0,0,0,0,0,Bicholim,4,1,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.76,426.19,72.25,231.10
30,1,4,18,Maulinguem South,1175.25,3405,C,568,642,1760,1645,189,172,30,31,0,0,1299,837,890,384,61,4,31,16,290,115,82,58,6,3,130,72,29,2,85,39,32,0,144,75,45,130,825,1131,,1,0,3,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,1,1,0,0,0,0,Bicholim,7,1,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,107.75,61.62,232.61
30,1,5,43,Mauzi,1016.34,1448,D,301,305,714,734,96,105,80,104,0,0,511,368,377,91,85,11,74,18,23,9,2,0,23,5,31,10,6,1,28,11,22,1,83,25,11,74,326,569,,1,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,1,0,0,0,0,0,Valpoi,8,1,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,383.65,18.89,9.06
30,1,5,77,Melauli,365.7,528,D,107,108,267,261,46,46,0,0,0,0,135,63,105,46,15,6,71,38,3,0,0,0,0,0,1,1,6,0,4,0,2,0,3,1,35,83,127,132,,2,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,0,1,0,0,0,0,Valpoi,9,1,1,0,0,0,18.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.10,104.12,28.63,33.76
30,1,4,1,Mencurem,714.78,2590,C,480,490,1302,1288,186,192,36,42,0,0,891,617,674,219,74,12,125,58,10,1,111,28,12,14,83,26,35,7,87,33,59,0,78,40,1,9,627,1060,,1,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,1,0,0,0,0,0,Bicholim,25,1,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.04,176.47,58.00,199.96
30,1,1,33,Mercurim,990.11,2106,C,405,411,1055,1051,120,106,17,18,0,0,747,531,506,297,139,164,48,82,14,2,53,15,32,7,29,10,10,0,47,8,46,0,88,9,2,85,547,669,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,2,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
30,1,2,23,Moira,2208.55,6087,B,1088,1161,3043,3044,374,333,103,95,0,0,2262,1674,1514,911,562,580,78,145,5,4,104,41,44,58,100,24,327,6,93,11,55,1,146,41,49,444,1480,1689,,1,0,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,1,0,0,0,0,0,Mapusa,3,1,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,172.09,103.88,113.43
30,2,3,14,Moissal,795.52,1182,D,241,247,594,588,87,102,8,13,0,0,278,183,318,167,33,18,38,34,11,5,173,101,2,1,8,3,4,0,7,2,32,0,10,3,25,33,251,388,,2,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,,0,0,0,1,0,0,0,0,Curchorem-cacor,12,1,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.27,202.15,43.96,51.54
30,1,2,7,Moitem,1300.4,8488,A,1754,1826,4273,4215,387,335,39,41,0,0,3448,2917,1892,584,151,87,101,135,268,15,28,8,62,27,274,27,130,13,396,132,230,8,252,132,90,82,2291,3549,,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,1,0,0,0,0,0,Bicholim,6,1,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.62,17.39,21.51
30,2,4,14,Molcarnem,641.95,2287,C,427,428,1178,1109,163,143,2,6,0,0,473,277,625,282,326,135,111,102,13,3,40,22,7,0,34,3,16,12,22,2,35,0,21,3,2,78,551,749,,2,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,,0,0,1,1,0,0,0,0,Sanguem,4,2,0,0,0,0,70.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,101.53,125.90,228.24
30,2,4,13,Molcopona,900.78,1366,D,265,274,674,692,74,74,4,7,0,0,467,347,333,267,96,112,30,62,38,15,4,0,53,51,25,5,10,0,13,5,26,0,38,17,4,9,337,416,,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,,0,0,1,1,0,0,0,0,Cuncolim,12,1,1,0,0,0,750.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,174.65,128.12,18.06
30,2,3,6,Molem,2599.74,20,D,14,14,15,5,1,1,0,0,0,0,7,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,1,5,,1,0,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,1,1,0,0,0,0,Ponda,28,1,0,0,0,1,2853.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.39,404.40,301.91,90.98
30,1,3,14,Mopa,286.81,1721,D,282,282,875,846,71,80,0,0,0,0,739,542,364,106,70,43,5,8,4,0,88,0,3,1,61,22,19,1,19,10,33,0,62,21,19,20,492,720,,1,0,2,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,1,0,0,0,0,0,Pernem,15,1,0,0,0,1,147.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.57,386.21,180.24,149.87
30,1,1,15,Morambi-O-Grande (Merces),531.98,564,D,102,112,269,295,30,35,2,2,0,0,194,137,91,55,24,21,6,5,6,6,2,0,0,1,10,0,5,1,5,8,7,0,26,13,19,37,159,203,,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,1,0,0,0,0,0,Panaji,15,1,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,292.74,16.25,21.86
30,1,1,17,Morambi-O-Pequeno (Merces),1503.7,4545,C,744,830,2238,2307,238,246,21,25,0,0,1684,1145,1058,457,274,176,131,91,59,17,3,0,7,0,190,63,43,6,93,35,71,2,187,67,53,225,1127,1625,,2,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,1,0,0,0,0,0,Bambolim,7,1,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.81,277.07,6.82,14.07
30,1,3,25,Morgim,863.32,4749,C,867,915,2451,2298,295,254,63,61,0,0,1940,1487,1273,355,184,71,33,12,36,25,97,8,23,20,223,81,122,16,183,44,157,0,215,78,5,89,1173,1854,,1,0,9,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,1,1,1,0,1,0,0,Siolim,4,1,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.40,580.78,65.71,326.67
30,1,5,22,Morlem,985.22,3912,C,630,678,1948,1964,188,230,8,10,0,0,1574,1273,1025,451,187,190,28,31,155,3,7,2,32,1,124,33,43,3,151,100,117,1,181,87,10,8,913,1505,,1,0,4,1,1,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,1,0,0,0,0,0,Valpoi,12,1,0,0,0,1,275.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.17,526.45,6.61,155.31
30,2,4,21,Morpila,685.99,511,D,100,108,245,266,24,17,0,0,0,0,164,154,121,54,29,24,16,18,4,0,4,1,4,0,12,2,12,0,11,1,14,0,15,8,0,0,124,212,,1,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,1,0,0,0,0,0,Quepem,1,1,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.90,453.48,152.32,33.25
30,2,3,31,Muguli,742.75,817,D,166,166,411,406,63,44,0,0,0,0,245,164,195,119,31,23,45,62,16,14,9,1,2,1,6,4,11,1,11,6,29,0,35,7,10,3,206,284,,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,,0,0,1,0,0,0,0,0,Sanguem,3,1,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.96,704.65,7.38,41.87
30,2,1,32,Mulem,807.99,2080,C,399,438,1055,1025,165,155,8,11,0,0,540,370,468,267,125,126,27,38,14,0,45,14,6,5,102,55,36,1,32,14,49,3,32,11,31,85,556,673,,1,0,3,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,1,0,0,0,0,0,Quepem,5,1,0,0,0,1,0.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,67.23,448.29,108.13,183.61
30,1,4,7,Mulgao,1693.64,5096,B,899,905,2621,2475,287,319,24,23,0,0,2039,1418,1217,164,192,82,55,7,53,7,403,3,10,1,146,5,19,0,105,18,121,0,113,41,25,61,1379,2250,,1,0,6,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,1,0,0,0,0,0,Bicholim,4,1,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76.01,325.77,69.72,286.89
30,1,1,20,Murda,302.77,494,D,98,102,248,246,26,25,0,0,0,0,184,149,128,89,28,54,21,22,0,0,0,0,5,0,15,2,1,0,7,4,20,1,31,6,10,31,110,126,,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,1,0,0,0,0,0,Bambolim,6,1,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.13,160.71,2.74,606.08
30,1,2,24,Nachinola,2350.87,1973,D,306,363,994,979,108,103,8,5,0,0,759,526,372,113,78,49,13,8,15,1,2,0,3,0,24,14,97,22,37,6,39,0,64,13,82,108,540,758,,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,1,0,0,0,0,0,Mapusa,4,1,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.33,105.34,67.98,69.40
30,1,2,5,Nadora,328.94,1156,D,264,264,501,655,57,58,9,10,0,0,385,445,160,66,19,10,3,7,6,0,2,2,7,0,22,5,11,3,38,12,15,2,37,25,65,162,276,427,,1,0,2,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,1,0,0,0,0,0,Mapusa,11,1,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.99,181.58,91.08,228.31
30,1,5,41,Nagargao,1250.22,131,D,22,29,57,74,11,16,0,0,0,0,36,27,38,25,22,15,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,19,49,,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,1,1,0,0,0,0,Valpoi,7,1,1,0,0,0,17.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.83,146.47,19.08,6.90
