State,District,Subdistt,Town/Village,Name,AREA,T_POPLN,Class,RES_HOUSE,HOUSEHOLDS,T_M_POPLN,T_F_POPLN,POPLN_M6,POPLN_F6,M_SC,F_SC,M_ST,F_ST,M_LITERATE,F_LITERATE,T_M_WORKER,T_F_WORKER,M_INDCAT1,F_INDCAT1,M_INDCAT2,F_INDCAT2,M_INDCAT3,F_INDCAT3,M_INDCAT4,F_INDCAT4,M_INDCAT5A,F_INDCAT5A,M_INDCAT5B,F_INDCAT5B,M_INDCAT6,F_INDCAT6,M_INDCAT7,F_INDCAT7,M_INDCAT8,F_INDCAT8,M_INDCAT9,F_INDCAT9,M_MARGINAL,F_MARGINAL,M_NON_WORK,F_NON_WORK,MRGD_IN_TN,EUDU_INST,RANG_EDU_F,P_SCH,M_SCH,H_SCH,PU_COLL,GR_COLL,ADLT_LT_CN,IND_SCH,TR_SCH,OTH_SCH,MED_INST,RANG_MED_F,H_CNTR,MCW_CNTR,MH_CNTR,CWC_CNTR,PHC_CNTR,HC_CNTR,PHS_CNTR,DISP_CNTR,FPC_CNTR,TB_CNTR,NH_CNTR,CHW_CNTR,RP_CNTR,SMP_CNTR,OTH_CNTR,DRNK_WAT_F,RANG_WAT_F,TAP,WELL,TANK,TUBE_WELL,HAND_PUMP,RIVER_WATE,FOUNTAIN,CANAL,LAKE,SPRING,NALA,OTH_FAC,PNT_FAC,RANG_PNT_F,PO_FAC,TO_FAC,POST_TELE,PH_FAC,MRKT_FAC,RANG_MKT_F,MRKT_DAY_1,MRKT_DAY_2,MRKT_DAY_3,MRKT_DAY_4,MRKT_DAY_5,MRKT_DAY_6,MRKT_DAY_7,MRKT_DAY_D,MRKT_DAY_F,MRKT_DAY_M,COMM_FAC,RANG_COM_F,BS_FAC,TX_TEMP_FA,RS_FAC,NW_FAC,APP_PUC_RO,APP_KCH_RO,APP_FOOTPA,APP_NAVRIV,APP_NAVCAN,APP_NC,LOC_TOWN,DIST_FRM_T,POWER_SUPL,POWER_EDEA,POWER_EAG,POWER_EO,POWER_EA,LAND_FORES,CANAL_GOVT,WELL_WO_EL,CANAL_PVT,WELL_W_ELE,TW_WO_ELEC,TW_W_ELECT,TANK_IRR,RIVER_IRR,LAKE_IRR,WF_IRR,OTHER_IRR,TOT_IRR_AR,UN_IRG_LAN,CULT_WASTE,AREA_UN_CU
30,2,1,20,Davorlim,324.94,5743,B,1149,1158,2948,2795,479,408,158,151,0,0,2066,1530,1413,428,45,42,175,185,10,11,13,1,87,10,294,39,122,14,273,35,172,3,222,88,15,52,1520,2315,,1,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,1,0,0,0,0,0,Margao,3,1,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,217.91,57.00,50.03
30,1,5,15,Derodem,92.1,138,D,32,32,60,78,9,4,5,3,0,0,35,35,19,25,10,17,1,3,0,0,3,0,0,0,4,3,0,0,0,0,1,0,0,2,0,0,41,53,,1,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,,0,0,0,1,0,0,0,0,Valpoi,15,1,1,0,0,0,1290.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.32,28.25,0.30,11.09
30,2,1,38,Deussua,269.95,1680,D,337,353,785,895,67,84,0,0,0,0,667,668,297,100,17,22,0,0,5,0,1,0,4,0,39,5,10,0,56,19,97,2,68,52,9,7,479,788,,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,1,0,0,0,0,0,Chinchinim,3,1,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.19,193.92,6.33,67.51
30,2,1,27,Dicarpale,198.81,1486,D,293,295,714,772,112,106,0,0,0,0,414,307,326,149,2,3,64,52,16,8,2,1,4,0,58,15,60,38,46,11,29,3,45,18,11,43,377,580,,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,1,0,0,0,0,0,Margao,4,1,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.63,108.73,25.47,58.98
30,2,3,41,Dongor,581.76,226,D,49,49,114,112,11,17,0,0,0,0,69,38,63,53,38,35,19,17,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,50,59,,2,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,,0,0,0,1,0,0,0,0,Sanguem,18,1,0,0,0,1,722.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.43,17.68,21.37,25.03
30,1,5,18,Dongurli,501.04,3564,C,633,711,1745,1819,187,168,9,7,0,0,1436,1270,751,266,69,45,32,5,80,4,15,2,6,1,135,37,22,0,110,87,130,3,152,82,32,149,962,1404,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,2,0,0,0,0,419.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,577.10,34.86,42.64
30,2,3,24,Dongurli,1209.67,245,D,53,53,109,136,14,27,0,0,0,0,51,49,55,49,0,0,25,37,4,2,10,1,3,0,6,3,0,0,2,4,3,0,2,2,0,0,54,87,,1,0,3,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,1,0,0,0,0,0,Valpoi,10,1,0,0,0,1,365.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,97.30,301.39,194.13,57.92
30,2,1,25,Dramapur,537.72,1624,D,373,383,710,914,98,91,3,3,0,0,507,580,254,73,9,3,24,1,0,0,7,0,5,3,31,0,16,3,61,19,60,2,41,42,1,1,455,840,,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,1,0,0,0,0,0,Navelim,3,1,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.16,398.72,76.68,59.16
30,2,3,27,Dudal,685.5,905,D,204,205,490,415,54,41,3,2,0,0,343,232,255,75,36,33,10,9,10,1,112,17,3,1,29,3,8,0,12,3,16,0,19,8,0,3,235,337,,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,1,1,0,0,0,0,Curchorem-cacor,11,1,0,0,0,1,168.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.77,380.65,87.93,126.68
30,1,4,2,Dumacem,991.12,3012,C,560,578,1598,1414,191,154,26,21,0,0,1198,809,831,218,139,18,60,42,16,8,246,74,21,0,86,34,13,1,65,10,113,1,72,30,25,77,742,1119,,1,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,1,0,0,0,0,0,Bicholim,23,1,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,217.69,34.76,70.51
30,2,1,15,Duncolim,116.06,619,D,112,113,307,312,28,22,0,0,0,0,225,212,129,26,1,0,10,1,6,1,1,0,25,0,25,3,1,0,24,6,6,0,30,15,0,0,178,286,,2,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,1,0,0,0,0,0,margao,5,1,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.69,89.68,0.48,6.21
30,1,6,21,Durbhat,431.26,171,D,34,34,91,80,17,11,34,28,0,0,59,39,47,26,11,1,5,2,13,6,4,0,7,15,2,1,0,0,2,0,2,0,1,1,0,12,44,42,,1,0,8,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,1,1,0,0,1,0,0,Ponda,6,1,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.09,194.32,75.35,300.58
30,1,1,18,Durgavado,330.85,1069,D,183,193,539,530,61,57,0,0,0,0,384,288,222,89,73,54,5,6,3,4,5,0,3,0,24,5,4,1,19,4,16,0,70,15,0,1,317,440,,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,1,0,0,0,0,0,Bambolim,4,1,,,,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,268.67,7.92,100.93
30,1,5,28,Edorem,554.23,1012,D,196,196,525,487,88,88,4,3,0,0,344,170,251,200,122,132,44,55,2,1,2,0,4,4,10,1,3,0,13,1,4,0,47,6,7,56,267,231,,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,,0,0,1,1,0,0,0,0,Valpoi,7,1,1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.85,103.57,9.50,6.28
30,1,1,12,Ella,800.54,2494,C,464,492,1174,1320,164,173,19,11,3,0,792,779,653,315,28,4,19,5,38,9,2,0,7,1,241,161,102,21,67,16,31,0,118,98,6,52,515,953,,2,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,1,0,0,0,0,0,Panaji,10,1,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.82,426.49,25.78,75.89
30,2,4,18,Fatorpa,738.76,1425,D,264,264,698,727,67,79,0,0,0,0,465,383,335,153,41,27,79,83,57,1,2,0,22,1,36,3,2,1,29,25,29,1,38,11,0,0,363,574,,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,1,0,0,0,0,0,Quepem,12,1,0,0,0,1,3.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.93,277.24,820.86,47.51
30,1,1,26,Gancim,888.63,1452,D,241,267,710,742,75,54,0,0,0,0,598,519,319,159,96,115,16,8,6,0,10,0,2,2,31,5,4,0,28,9,38,0,88,20,25,27,366,556,,1,0,11,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,2,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,1,1,0,0,1,0,0,Panaji,15,1,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.08,912.11,137.84,911.18
30,1,1,10,Gandaulim,135.05,290,D,63,63,137,153,10,7,0,0,0,0,121,138,72,11,17,0,1,0,0,0,1,0,2,1,18,4,4,0,4,3,13,0,12,3,0,0,65,142,,2,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,1,0,0,0,0,0,Margao,5,1,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.24,34.74,0.00,2.05
30,2,1,11,Gandaulim,38.03,298,D,57,59,146,152,13,18,3,3,0,0,119,104,57,24,0,1,5,6,14,0,2,0,5,0,1,2,0,0,13,12,6,0,11,3,3,4,86,124,,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,1,1,0,0,1,0,0,Panaji,10,1,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.89,468.71,22.61,301.33
30,1,6,12,Gangem,201.33,480,D,78,88,249,231,29,17,1,5,0,0,194,137,125,82,33,36,21,19,6,1,20,15,1,0,16,0,3,1,13,2,3,0,9,8,2,5,122,144,,1,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,1,0,0,0,0,0,Ponda,20,1,0,0,0,1,419.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.16,50.94,54.25,15.32
30,2,5,5,Gaodongrem,11170.93,2018,C,311,320,1021,997,177,160,1,0,0,0,531,332,508,368,415,333,13,17,21,0,5,7,1,0,13,0,5,0,13,0,7,0,15,11,14,119,499,510,,1,0,10,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,1,1,0,0,0,0,Canacona,10,1,1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.55,5068.22,656.75,461.95
30,1,1,30,Goa Velha,1072.02,4593,C,938,985,2358,2235,322,273,9,8,0,0,1703,1312,1160,539,33,67,33,61,41,11,290,172,24,6,192,63,122,8,146,77,138,1,141,73,17,21,1181,1675,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,2,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
30,1,1,22,Goalim Moula,272.11,1886,D,308,352,955,931,117,102,8,6,0,0,711,498,437,149,54,13,81,82,44,2,5,0,15,2,22,0,31,1,33,21,28,2,124,26,31,44,487,738,,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,1,0,0,0,0,0,Bambolim,9,1,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.31,82.27,4.69,11.63
30,2,4,30,Gocoldem,1159.57,343,D,44,44,176,167,40,34,0,0,0,0,57,31,79,37,76,33,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,27,95,103,,2,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,,0,0,1,0,0,0,0,0,Cuncolim,4,1,1,0,0,0,172.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.06,384.74,85.89,22.97
30,1,5,12,Golauli,1584.3,4232,C,786,795,2139,2093,245,227,61,57,0,0,1502,1114,969,523,222,248,73,98,37,5,72,21,22,11,126,48,45,11,123,21,133,3,116,57,33,105,1137,1465,,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,1,1,0,0,0,0,Valpoi,16,1,1,0,0,0,1346.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.73,77.21,5.74,38.41
30,1,1,6,Goltim,396.84,1920,D,416,425,954,966,90,74,11,9,0,0,759,627,433,142,47,26,33,18,1,0,0,0,24,3,65,3,19,1,102,24,37,3,105,64,8,3,513,821,,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,1,1,0,0,1,0,0,Panaji,15,1,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,74.42,7.02,57.33
30,2,1,9,Gonsua,46.79,236,D,47,47,107,129,10,15,0,0,0,0,85,83,39,25,7,9,1,3,2,0,0,0,0,0,6,1,0,0,13,4,4,1,6,7,0,5,68,99,,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,1,0,0,0,0,0,Margao,10,1,1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.81,33.34,0.10,9.54
30,1,5,4,Gonteli,161.1,513,D,79,85,259,254,20,19,0,0,0,0,216,146,99,28,35,6,1,3,2,0,0,0,0,0,23,9,4,0,10,2,3,0,21,8,0,0,160,226,,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,1,0,0,0,0,0,Valpoi,8,1,0,0,0,1,36.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,203.76,17.31,23.13
30,1,5,74,Govanem,246.18,74,D,10,10,36,38,5,8,0,0,0,0,22,20,19,3,6,1,0,0,3,1,4,0,0,0,4,1,0,0,1,0,0,0,1,0,2,3,15,32,,1,0,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,1,0,0,0,0,0,Valpoi,10,1,0,0,0,1,81.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.42,1364.56,14.69,139.09
30,2,1,18,Guirdolim,655.02,3156,C,659,670,1551,1605,172,153,3,7,2,7,1153,1027,664,255,71,52,149,71,10,2,9,1,10,0,98,14,25,2,108,21,98,4,86,88,19,65,868,1285,,1,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,1,0,0,0,0,0,Raia,7,1,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,93.04,274.07,187.95,99.96
30,1,5,65,Guleli,125.27,166,D,36,36,86,80,19,13,0,0,0,0,62,45,51,16,9,5,11,7,10,0,0,0,1,0,3,0,1,0,5,1,3,0,8,3,0,0,35,64,,1,0,2,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,1,1,0,0,0,0,Valpoi,8,1,1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.28,123.10,0.94,40.25
30,1,5,20,Gululem,339.29,2542,C,511,529,1255,1287,171,170,71,79,0,0,949,818,551,162,9,5,85,37,3,2,4,0,18,10,87,16,59,3,110,30,91,4,85,55,0,31,704,1094,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,2,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
30,1,3,17,Ibrampur,735.3,1105,D,210,210,569,536,95,88,65,68,0,0,351,138,323,57,180,5,33,18,3,2,19,2,18,27,17,1,10,0,10,1,11,0,22,1,3,3,243,476,,1,0,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,1,1,0,0,1,0,0,Mapusa,26,1,0,0,0,1,139.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.63,299.28,159.82,64.74
30,2,2,6,Issorcim,273.03,406,D,77,82,218,188,19,22,2,2,0,0,167,108,123,20,7,1,6,3,25,0,7,0,0,0,29,0,3,0,21,10,13,0,12,6,1,4,94,164,,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,1,1,0,0,0,0,Mormugao,10,1,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.49,82.91,123.63
30,1,5,10,Ivrem Buzruco,1536.07,6760,B,1202,1234,3412,3348,364,347,33,38,0,0,2690,1972,1582,670,253,225,192,207,50,16,38,7,36,8,379,55,62,10,243,46,114,0,215,96,32,76,1798,2602,,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,1,0,0,0,0,0,Valpoi,15,1,0,0,0,1,282.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.32,199.37,3.74,15.27
30,1,5,11,Ivrem Curdo,3690.79,12958,A,2322,2412,6386,6572,681,714,88,88,0,0,4749,3621,2872,1241,532,413,269,257,106,56,142,50,84,25,397,79,145,14,443,95,277,4,477,248,283,626,3231,4705,,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,,0,0,1,0,0,0,0,0,Valpoi,15,1,1,0,0,0,242.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.15,103.76,0.98,12.32
30,1,4,4,Latambarcem,734.06,2826,C,464,510,1448,1378,132,123,44,37,0,0,1168,851,795,304,233,185,33,38,19,1,119,4,4,2,59,21,61,10,57,20,67,1,143,22,19,353,634,721,,1,0,11,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,1,0,0,0,0,0,Bicholim,12,1,0,0,0,1,88.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.43,1803.23,1108.33,610.43
30,2,5,7,Loliem,33.84,0,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,12,4,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,2,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,1,1,0,0,0,0,Canacona,17,1,0,0,0,1,832.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.38,1422.89,758.71,1080.91
30,2,1,3,Loutulim,1781.25,5418,B,997,1026,2632,2786,242,272,14,12,0,0,1832,1526,991,444,100,65,170,136,28,14,8,0,6,3,224,30,40,1,138,50,111,5,166,140,59,119,1582,2223,,1,0,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,6,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,0,1,0,0,0,0,0,Cortalim,8,1,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.33,813.21,400.39,525.32
